Order Date,Category,Sales
2016-06-11,Furniture,915.256
2016-06-11,Office Supplies,78.22
2016-06-11,Technology,629.94
2016-06-12,Furniture,433.396
2016-06-12,Office Supplies,1453.148
2016-06-12,Technology,1076.019
2016-06-13,Office Supplies,52.467999999999996
2016-06-13,Technology,377.97
2016-06-14,Furniture,3353.7290000000003
2016-06-14,Office Supplies,55.616
2016-06-14,Technology,47.754
2016-06-15,Office Supplies,173.488
2016-06-16,Office Supplies,55.8
2016-06-16,Technology,91.475
2016-06-17,Furniture,1685.43
2016-06-17,Office Supplies,718.52
2016-06-17,Technology,596.97
2016-06-18,Office Supplies,541.938
2016-06-19,Office Supplies,17.12
2016-06-20,Furniture,219.258
2016-06-20,Office Supplies,840.6220000000001
2016-06-20,Technology,169.668
2016-06-21,Furniture,353.568
2016-06-21,Office Supplies,223.54000000000002
2016-06-23,Office Supplies,1612.75
2016-06-23,Technology,862.344
2016-06-24,Office Supplies,355.002
2016-06-24,Technology,4955.95
2016-06-25,Furniture,540.016
2016-06-25,Office Supplies,353.25
2016-06-26,Furniture,59.88
2016-06-26,Office Supplies,1549.2240000000002
2016-06-26,Technology,310.496
2016-06-27,Furniture,539.658
2016-06-27,Office Supplies,37.464
2016-06-27,Technology,201.584
2016-06-28,Furniture,121.96
2016-06-28,Office Supplies,395.22
2016-06-28,Technology,359.976
2016-06-29,Office Supplies,191.88
2016-06-30,Furniture,1266.86
2016-06-30,Office Supplies,35.97
2016-06-30,Technology,50.12
2016-07-01,Office Supplies,193.586
2016-07-01,Technology,1530.79
2016-07-02,Furniture,723.6139999999999
2016-07-02,Office Supplies,49.172000000000004
2016-07-03,Office Supplies,847.6999999999999
2016-07-04,Furniture,1329.9650000000001
2016-07-04,Office Supplies,71.88
2016-07-04,Technology,249.456
2016-07-07,Furniture,817.278
2016-07-07,Office Supplies,204.999
2016-07-07,Technology,2859.954
2016-07-08,Furniture,662.88
2016-07-08,Office Supplies,158.048
2016-07-08,Technology,1795.584
2016-07-09,Furniture,573.286
2016-07-10,Office Supplies,553.9040000000001
2016-07-10,Technology,341.991
2016-07-12,Technology,95.76
2016-07-14,Furniture,661.6859999999999
2016-07-14,Office Supplies,548.09
2016-07-14,Technology,940.184
2016-07-15,Furniture,230.28
2016-07-15,Office Supplies,149.92
2016-07-16,Furniture,9.552
2016-07-16,Office Supplies,186.28
2016-07-16,Technology,714.338
2016-07-17,Furniture,37.17
2016-07-17,Office Supplies,1101.526
2016-07-17,Technology,1046.184
2016-07-18,Furniture,1539.17
2016-07-18,Office Supplies,1281.12
2016-07-18,Technology,71.568
2016-07-19,Furniture,690.48
2016-07-19,Office Supplies,420.02000000000004
2016-07-19,Technology,425.954
2016-07-20,Technology,89.95
2016-07-21,Furniture,363.92
2016-07-21,Office Supplies,627.175
2016-07-22,Furniture,39.068
2016-07-22,Office Supplies,1219.03
2016-07-22,Technology,109.95
2016-07-23,Office Supplies,273.976
2016-07-23,Technology,380.611
2016-07-24,Furniture,253.764
2016-07-24,Office Supplies,73.2
2016-07-25,Furniture,3495.4680000000003
2016-07-25,Office Supplies,563.244
2016-07-25,Technology,1861.776
2016-07-28,Furniture,504.87
2016-07-28,Office Supplies,1528.504
2016-07-29,Office Supplies,819.154
2016-07-30,Office Supplies,1770.7759999999998
2016-07-31,Furniture,1136.068
2016-07-31,Office Supplies,283.14
2016-07-31,Technology,754.95
2016-08-01,Furniture,19.312
2016-08-01,Office Supplies,65.608
2016-08-01,Technology,1039.728
2016-08-02,Furniture,136.464
2016-08-02,Office Supplies,12.544
2016-08-02,Technology,333.576
2016-08-03,Office Supplies,81.54
2016-08-03,Technology,167.28
2016-08-04,Furniture,109.8
2016-08-04,Office Supplies,85.726
2016-08-04,Technology,302.384
2016-08-05,Office Supplies,197.05
2016-08-06,Office Supplies,109.22
2016-08-06,Technology,211.168
2016-08-07,Technology,179.97
2016-08-08,Furniture,513.024
2016-08-08,Office Supplies,602.18
2016-08-09,Office Supplies,616.5699999999999
2016-08-09,Technology,44.784
2016-08-11,Office Supplies,151.82
2016-08-12,Furniture,917.2045
2016-08-12,Office Supplies,1634.812
2016-08-12,Technology,1399.944
2016-08-13,Furniture,241.96
2016-08-13,Office Supplies,417.584
2016-08-13,Technology,71.98
2016-08-14,Office Supplies,31.092
2016-08-14,Technology,892.596
2016-08-15,Furniture,537.326
2016-08-15,Office Supplies,199.82
2016-08-15,Technology,943.12
2016-08-16,Furniture,161.28
2016-08-16,Office Supplies,43.26
2016-08-17,Office Supplies,15.712
2016-08-18,Furniture,14.896
2016-08-18,Office Supplies,441.228
2016-08-18,Technology,39.99
2016-08-19,Office Supplies,448.792
2016-08-20,Technology,14.78
2016-08-21,Furniture,4275.522
2016-08-21,Office Supplies,143.856
2016-08-21,Technology,378.914
2016-08-22,Furniture,98.328
2016-08-22,Office Supplies,307.022
2016-08-23,Furniture,555.3119999999999
2016-08-23,Office Supplies,2126.056
2016-08-23,Technology,1505.98
2016-08-26,Furniture,3262.232
2016-08-26,Office Supplies,383.238
2016-08-26,Technology,1228.828
2016-08-27,Furniture,244.615
2016-08-27,Office Supplies,463.326
2016-08-27,Technology,59.97
2016-08-28,Furniture,156.3728
2016-08-28,Office Supplies,57.076
2016-08-28,Technology,108.576
2016-08-29,Furniture,405.79999999999995
2016-08-29,Office Supplies,108.41199999999999
2016-08-29,Technology,117.976
2016-08-30,Furniture,833.784
2016-08-30,Office Supplies,192.22799999999998
2016-08-30,Technology,630.858
2016-08-31,Office Supplies,23.968
2016-09-01,Furniture,191.82
2016-09-01,Office Supplies,4993.393999999999
2016-09-01,Technology,580.938
2016-09-02,Furniture,1476.154
2016-09-02,Office Supplies,689.751
2016-09-02,Technology,4626.2880000000005
2016-09-03,Furniture,642.396
2016-09-03,Office Supplies,1442.4180000000001
2016-09-03,Technology,280.782
2016-09-04,Furniture,130.81
2016-09-04,Office Supplies,1321.322
2016-09-04,Technology,3079.91
2016-09-05,Furniture,3461.917
2016-09-05,Office Supplies,1217.647
2016-09-05,Technology,546.784
2016-09-06,Furniture,722.352
2016-09-06,Office Supplies,229.74
2016-09-06,Technology,361.444
2016-09-08,Furniture,3374.9816
2016-09-08,Office Supplies,966.29
2016-09-08,Technology,152.712
2016-09-09,Furniture,15.008
2016-09-09,Office Supplies,69.984
2016-09-10,Furniture,300.93
2016-09-10,Office Supplies,553.754
2016-09-10,Technology,1239.6399999999999
2016-09-11,Office Supplies,600.6
2016-09-11,Technology,5900.986
2016-09-12,Furniture,1679.8719999999998
2016-09-12,Office Supplies,196.268
2016-09-12,Technology,167.652
2016-09-13,Furniture,1336.44
2016-09-13,Office Supplies,858.3699999999999
2016-09-13,Technology,179.92
2016-09-14,Office Supplies,699.4879999999999
2016-09-14,Technology,437.85
2016-09-15,Furniture,1128.39
2016-09-15,Office Supplies,972.792
2016-09-16,Furniture,395.446
2016-09-16,Office Supplies,30.44
2016-09-17,Furniture,430.00800000000004
2016-09-17,Office Supplies,600.1
2016-09-17,Technology,1013.018
2016-09-18,Furniture,3218.7400000000002
2016-09-18,Office Supplies,1292.3580000000002
2016-09-18,Technology,239.984
2016-09-19,Furniture,1599.324
2016-09-19,Office Supplies,1990.038
2016-09-19,Technology,249.95
2016-09-20,Furniture,279.36
2016-09-20,Office Supplies,952.644
2016-09-22,Furniture,100.672
2016-09-22,Office Supplies,352.982
2016-09-22,Technology,161.916
2016-09-23,Furniture,1114.426
2016-09-23,Office Supplies,207.719
2016-09-24,Furniture,931.202
2016-09-24,Office Supplies,1354.848
2016-09-25,Furniture,1624.567
2016-09-25,Office Supplies,793.862
2016-09-25,Technology,1024.662
2016-09-26,Furniture,1627.4805
2016-09-26,Office Supplies,538.71
2016-09-26,Technology,531.976
2016-09-27,Furniture,956.6648
2016-09-27,Office Supplies,34.737
2016-09-27,Technology,1001.584
2016-09-28,Office Supplies,99.136
2016-09-29,Office Supplies,202.382
2016-09-29,Technology,1105.41
2016-09-30,Furniture,523.92
2016-09-30,Office Supplies,1.964
2016-10-01,Furniture,567.2860000000001
2016-10-01,Office Supplies,64.71600000000001
2016-10-01,Technology,149.412
2016-10-02,Office Supplies,953.022
2016-10-02,Technology,17499.95
2016-10-03,Furniture,1552.508
2016-10-03,Office Supplies,128.188
2016-10-04,Furniture,250.94000000000003
2016-10-04,Office Supplies,209.252
2016-10-04,Technology,5452.59
2016-10-06,Office Supplies,58.730000000000004
2016-10-06,Technology,771.6700000000001
2016-10-07,Office Supplies,136.112
2016-10-07,Technology,837.6
2016-10-08,Furniture,51.712
2016-10-08,Office Supplies,509.824
2016-10-09,Furniture,502.4
2016-10-09,Office Supplies,20.544
2016-10-09,Technology,23.976
2016-10-10,Furniture,225.666
2016-10-10,Office Supplies,41.095
2016-10-10,Technology,15.992
2016-10-11,Office Supplies,33.064
2016-10-13,Furniture,1017.71
2016-10-13,Office Supplies,440.932
2016-10-13,Technology,191.976
2016-10-14,Furniture,102.592
2016-10-14,Office Supplies,291.91200000000003
2016-10-14,Technology,2941.384
2016-10-15,Office Supplies,1614.65
2016-10-15,Technology,5.5
2016-10-16,Furniture,142.182
2016-10-17,Furniture,241.64600000000002
2016-10-17,Office Supplies,2261.73
2016-10-17,Technology,449.97
2016-10-18,Furniture,307.92
2016-10-20,Furniture,504.922
2016-10-20,Office Supplies,123.572
2016-10-20,Technology,317.68
2016-10-21,Furniture,2012.7600000000002
2016-10-21,Office Supplies,5499.44
2016-10-21,Technology,439.392
2016-10-22,Furniture,173.26
2016-10-22,Office Supplies,15.02
2016-10-23,Furniture,16.156
2016-10-23,Office Supplies,451.26599999999996
2016-10-24,Office Supplies,15.552
2016-10-24,Technology,1349.946
2016-10-25,Technology,783.96
2016-10-27,Furniture,758.8240000000001
2016-10-27,Office Supplies,219.96599999999998
2016-10-28,Furniture,1111.368
2016-10-28,Office Supplies,1485.277
2016-10-28,Technology,302.376
2016-10-29,Furniture,67.0
2016-10-29,Office Supplies,64.154
2016-10-30,Office Supplies,159.002
2016-10-31,Furniture,2265.7250000000004
2016-10-31,Office Supplies,1484.7740000000001
2016-11-01,Office Supplies,363.462
2016-11-01,Technology,89.91199999999999
2016-11-03,Furniture,1554.779
2016-11-03,Office Supplies,1913.076
2016-11-03,Technology,334.94100000000003
2016-11-04,Furniture,2007.59
2016-11-04,Office Supplies,1194.828
2016-11-04,Technology,686.4
2016-11-05,Furniture,2964.4408
2016-11-05,Office Supplies,464.82
2016-11-05,Technology,837.638
2016-11-06,Furniture,563.5360000000001
2016-11-06,Office Supplies,209.72
2016-11-07,Furniture,1662.416
2016-11-07,Office Supplies,924.172
2016-11-07,Technology,1223.876
2016-11-08,Furniture,993.9000000000001
2016-11-09,Technology,479.97
2016-11-10,Furniture,1004.988
2016-11-10,Office Supplies,2113.758
2016-11-10,Technology,1604.732
2016-11-11,Furniture,3472.65
2016-11-11,Office Supplies,1021.7280000000001
2016-11-11,Technology,449.918
2016-11-12,Furniture,4158.352
2016-11-12,Office Supplies,520.626
2016-11-12,Technology,235.96
2016-11-13,Furniture,54.08
2016-11-13,Office Supplies,611.0980000000001
2016-11-13,Technology,2279.96
2016-11-14,Furniture,856.56
2016-11-14,Office Supplies,113.596
2016-11-14,Technology,1803.9060000000002
2016-11-15,Furniture,630.024
2016-11-15,Office Supplies,1054.928
2016-11-15,Technology,460.76599999999996
2016-11-16,Office Supplies,36.72
2016-11-17,Office Supplies,75.508
2016-11-17,Technology,67.176
2016-11-18,Furniture,557.068
2016-11-18,Office Supplies,1425.712
2016-11-18,Technology,1976.152
2016-11-19,Furniture,34.288000000000004
2016-11-19,Office Supplies,532.2139999999999
2016-11-19,Technology,71.96
2016-11-20,Furniture,702.0360000000001
2016-11-20,Office Supplies,620.623
2016-11-20,Technology,1747.674
2016-11-21,Furniture,514.21
2016-11-21,Office Supplies,145.82
2016-11-21,Technology,516.861
2016-11-22,Furniture,39.88
2016-11-22,Office Supplies,253.132
2016-11-22,Technology,24.032
2016-11-23,Furniture,84.81599999999999
2016-11-23,Office Supplies,15.8
2016-11-24,Furniture,2324.632
2016-11-24,Office Supplies,1538.086
2016-11-24,Technology,2531.82
2016-11-25,Furniture,1762.962
2016-11-25,Office Supplies,1115.728
2016-11-25,Technology,5099.860999999999
2016-11-26,Furniture,4315.22
2016-11-26,Office Supplies,419.571
2016-11-26,Technology,3594.952
2016-11-27,Furniture,362.583
2016-11-27,Office Supplies,802.554
2016-11-27,Technology,486.102
2016-11-28,Furniture,530.472
2016-11-28,Office Supplies,2456.018
2016-11-28,Technology,441.882
2016-11-29,Furniture,242.176
2016-11-29,Technology,58.416
2016-11-30,Furniture,389.97
2016-11-30,Office Supplies,543.98
2016-11-30,Technology,36.192
2016-12-01,Furniture,1801.2649999999999
2016-12-01,Office Supplies,4382.352
2016-12-01,Technology,1181.838
2016-12-02,Furniture,868.8040000000001
2016-12-02,Office Supplies,3020.2619999999997
2016-12-02,Technology,795.5500000000001
2016-12-03,Furniture,2140.888
2016-12-03,Office Supplies,1478.9779999999998
2016-12-03,Technology,1649.95
2016-12-04,Furniture,113.79
2016-12-04,Office Supplies,752.346
2016-12-04,Technology,78.15
2016-12-05,Furniture,2239.0
2016-12-05,Office Supplies,1793.604
2016-12-05,Technology,1234.4
2016-12-06,Office Supplies,2287.98
2016-12-06,Technology,1590.296
2016-12-08,Furniture,2698.454
2016-12-08,Office Supplies,463.891
2016-12-08,Technology,1546.75
2016-12-09,Furniture,1136.8339999999998
2016-12-09,Office Supplies,588.049
2016-12-09,Technology,130.6
2016-12-10,Furniture,1746.468
2016-12-10,Office Supplies,1668.492
2016-12-10,Technology,44.75
2016-12-11,Furniture,2461.7960000000003
2016-12-11,Office Supplies,1451.6
2016-12-11,Technology,2188.854
2016-12-12,Furniture,477.47
2016-12-12,Office Supplies,211.81300000000002
2016-12-12,Technology,1291.8319999999999
2016-12-13,Furniture,1114.272
2016-12-13,Office Supplies,15.936
2016-12-13,Technology,63.88
2016-12-14,Furniture,611.724
2016-12-14,Office Supplies,216.93
2016-12-15,Furniture,2231.895
2016-12-15,Office Supplies,405.192
2016-12-16,Furniture,563.92
2016-12-16,Office Supplies,43.412000000000006
2016-12-16,Technology,21.21
2016-12-17,Furniture,2003.52
2016-12-17,Office Supplies,10016.014
2016-12-17,Technology,165.6
2016-12-18,Furniture,1183.99
2016-12-18,Office Supplies,4813.818
2016-12-18,Technology,1053.542
2016-12-19,Furniture,759.8900000000001
2016-12-19,Office Supplies,55.221999999999994
2016-12-20,Furniture,18.92
2016-12-20,Office Supplies,49.32
2016-12-20,Technology,66.3
2016-12-22,Furniture,919.3040000000001
2016-12-22,Office Supplies,112.264
2016-12-22,Technology,11.56
2016-12-23,Furniture,1002.84
2016-12-23,Office Supplies,1589.751
2016-12-23,Technology,4373.266
2016-12-24,Furniture,843.52
2016-12-24,Office Supplies,641.0899999999999
2016-12-24,Technology,453.65
2016-12-25,Furniture,6636.862999999999
2016-12-25,Office Supplies,205.13799999999998
2016-12-25,Technology,3646.054
2016-12-26,Furniture,1262.004
2016-12-26,Office Supplies,175.06
2016-12-26,Technology,392.35400000000004
2016-12-27,Furniture,845.488
2016-12-27,Office Supplies,74.00200000000001
2016-12-27,Technology,40.0
2016-12-29,Furniture,825.01
2016-12-29,Office Supplies,452.67
2016-12-30,Furniture,170.786
2016-12-30,Office Supplies,602.988
2016-12-31,Office Supplies,429.392
2016-12-31,Technology,302.376
2017-01-01,Furniture,975.49
2017-01-01,Office Supplies,506.338
2017-01-02,Furniture,913.43
2017-01-02,Office Supplies,453.834
2017-01-02,Technology,712.2900000000001
2017-01-03,Office Supplies,2070.272
2017-01-06,Office Supplies,33.74
2017-01-07,Office Supplies,335.608
2017-01-07,Technology,3059.982
2017-01-08,Furniture,892.98
2017-01-09,Office Supplies,274.491
2017-01-12,Furniture,37.68
2017-01-12,Office Supplies,810.84
2017-01-13,Furniture,212.94
2017-01-13,Office Supplies,4406.39
2017-01-14,Furniture,18.96
2017-01-14,Office Supplies,508.39
2017-01-14,Technology,528.688
2017-01-15,Office Supplies,2029.7040000000002
2017-01-15,Technology,110.576
2017-01-16,Furniture,730.2620000000001
2017-01-16,Office Supplies,5500.03
2017-01-19,Furniture,919.2389999999999
2017-01-19,Office Supplies,664.876
2017-01-19,Technology,429.6
2017-01-20,Furniture,207.846
2017-01-20,Office Supplies,39.239999999999995
2017-01-20,Technology,520.752
2017-01-21,Furniture,84.98
2017-01-21,Office Supplies,1145.78
2017-01-21,Technology,1315.883
2017-01-22,Office Supplies,1212.422
2017-01-22,Technology,2999.95
2017-01-23,Furniture,210.98
2017-01-23,Office Supplies,57.018
2017-01-23,Technology,182.336
2017-01-24,Office Supplies,308.31399999999996
2017-01-24,Technology,110.352
2017-01-26,Furniture,62.72
2017-01-26,Office Supplies,52.629999999999995
2017-01-26,Technology,2939.93
2017-01-27,Office Supplies,14.016
2017-01-27,Technology,317.898
2017-01-28,Furniture,37.74
2017-01-28,Office Supplies,279.9
2017-01-28,Technology,689.88
2017-01-29,Furniture,14.91
2017-01-29,Office Supplies,279.932
2017-01-30,Furniture,643.875
2017-01-30,Office Supplies,290.524
2017-01-30,Technology,2814.9359999999997
2017-02-02,Furniture,296.84000000000003
2017-02-02,Office Supplies,316.56
2017-02-02,Technology,299.954
2017-02-03,Furniture,22.2
2017-02-03,Office Supplies,900.127
2017-02-04,Office Supplies,32.67
2017-02-05,Office Supplies,1891.8120000000001
2017-02-05,Technology,371.2
2017-02-06,Furniture,600.754
2017-02-06,Office Supplies,76.14
2017-02-06,Technology,227.46
2017-02-09,Furniture,25.104
2017-02-09,Office Supplies,620.6759999999999
2017-02-09,Technology,127.984
2017-02-10,Furniture,203.983
2017-02-10,Office Supplies,23.12
2017-02-11,Furniture,1110.704
2017-02-11,Office Supplies,42.036
2017-02-11,Technology,88.776
2017-02-13,Furniture,107.53
2017-02-13,Office Supplies,150.94
2017-02-13,Technology,799.96
2017-02-16,Furniture,608.25
2017-02-16,Office Supplies,714.202
2017-02-16,Technology,14.99
2017-02-17,Furniture,1955.5704
2017-02-17,Office Supplies,359.36499999999995
2017-02-17,Technology,649.8820000000001
2017-02-18,Office Supplies,9.82
2017-02-18,Technology,277.506
2017-02-19,Furniture,44.67
2017-02-19,Office Supplies,1269.9199999999998
2017-02-20,Furniture,477.84400000000005
2017-02-20,Office Supplies,90.91
2017-02-20,Technology,581.536
2017-02-21,Technology,47.904
2017-02-23,Office Supplies,45.839999999999996
2017-02-23,Technology,71.96
2017-02-24,Office Supplies,128.876
2017-02-24,Technology,1319.8
2017-02-25,Furniture,428.70399999999995
2017-02-25,Office Supplies,1.788
2017-02-26,Furniture,984.1840000000001
2017-02-26,Office Supplies,715.35
2017-02-26,Technology,1148.112
2017-02-28,Office Supplies,17.62
2017-03-02,Furniture,441.96
2017-03-02,Office Supplies,331.45
2017-03-02,Technology,676.716
2017-03-03,Furniture,751.004
2017-03-03,Office Supplies,99.67999999999999
2017-03-03,Technology,1149.42
2017-03-04,Furniture,103.5
2017-03-04,Office Supplies,125.32199999999999
2017-03-05,Office Supplies,940.05
2017-03-05,Technology,299.97
2017-03-06,Furniture,71.97
2017-03-06,Office Supplies,499.882
2017-03-06,Technology,206.384
2017-03-07,Office Supplies,117.51
2017-03-07,Technology,49.08
2017-03-08,Office Supplies,843.1
2017-03-09,Office Supplies,30.84
2017-03-09,Technology,679.9639999999999
2017-03-10,Furniture,983.976
2017-03-10,Office Supplies,67.124
2017-03-10,Technology,201.85199999999998
2017-03-11,Furniture,181.484
2017-03-11,Office Supplies,951.4939999999999
2017-03-11,Technology,840.73
2017-03-12,Office Supplies,283.35
2017-03-12,Technology,69.93
2017-03-13,Furniture,89.768
2017-03-13,Office Supplies,2833.674
2017-03-13,Technology,1867.908
2017-03-14,Technology,49.616
2017-03-16,Furniture,51.264
2017-03-16,Office Supplies,653.341
2017-03-16,Technology,1309.776
2017-03-17,Office Supplies,294.386
2017-03-17,Technology,248.36
2017-03-18,Furniture,82.524
2017-03-18,Office Supplies,379.874
2017-03-18,Technology,565.36
2017-03-19,Furniture,728.0899999999999
2017-03-19,Office Supplies,481.154
2017-03-19,Technology,957.004
2017-03-20,Furniture,2.91
2017-03-20,Office Supplies,392.728
2017-03-20,Technology,503.93
2017-03-21,Furniture,1828.0200000000002
2017-03-21,Office Supplies,1504.616
2017-03-23,Furniture,211.84
2017-03-23,Office Supplies,604.268
2017-03-23,Technology,13999.96
2017-03-24,Furniture,479.61
2017-03-24,Office Supplies,281.698
2017-03-24,Technology,495.99
2017-03-25,Furniture,1986.52
2017-03-25,Office Supplies,418.978
2017-03-25,Technology,1161.528
2017-03-26,Furniture,318.408
2017-03-26,Office Supplies,217.342
2017-03-26,Technology,2717.13
2017-03-27,Furniture,2142.244
2017-03-27,Office Supplies,545.1800000000001
2017-03-27,Technology,246.09199999999998
2017-03-28,Furniture,48.04
2017-03-28,Office Supplies,923.942
2017-03-28,Technology,532.72
2017-03-29,Office Supplies,81.4
2017-03-30,Furniture,94.2
2017-03-30,Office Supplies,397.415
2017-03-30,Technology,164.792
2017-03-31,Furniture,296.1128
2017-03-31,Office Supplies,250.488
2017-03-31,Technology,4434.41
2017-04-01,Furniture,828.966
2017-04-01,Office Supplies,320.062
2017-04-01,Technology,4823.96
2017-04-02,Furniture,436.91
2017-04-02,Office Supplies,26.06
2017-04-02,Technology,360.0
2017-04-03,Furniture,25.472
2017-04-03,Office Supplies,7.056
2017-04-04,Office Supplies,264.39
2017-04-04,Technology,544.0799999999999
2017-04-06,Office Supplies,114.41999999999999
2017-04-07,Furniture,1112.5465
2017-04-07,Office Supplies,21.584
2017-04-07,Technology,837.16
2017-04-08,Furniture,637.1399999999999
2017-04-08,Office Supplies,5764.79
2017-04-09,Office Supplies,1626.71
2017-04-10,Furniture,48.992
2017-04-10,Office Supplies,510.81100000000004
2017-04-10,Technology,195.726
2017-04-11,Office Supplies,92.736
2017-04-11,Technology,227.07
2017-04-12,Office Supplies,69.66
2017-04-13,Furniture,436.704
2017-04-13,Office Supplies,909.1199999999999
2017-04-14,Furniture,515.074
2017-04-14,Office Supplies,137.856
2017-04-15,Furniture,196.45
2017-04-15,Office Supplies,135.888
2017-04-16,Furniture,102.833
2017-04-16,Office Supplies,815.616
2017-04-16,Technology,25.98
2017-04-17,Furniture,278.664
2017-04-17,Office Supplies,327.92
2017-04-17,Technology,2824.875
2017-04-20,Furniture,470.394
2017-04-20,Office Supplies,1440.464
2017-04-20,Technology,122.382
2017-04-21,Furniture,1071.42
2017-04-21,Office Supplies,123.628
2017-04-21,Technology,59.516
2017-04-22,Furniture,272.632
2017-04-22,Office Supplies,675.06
2017-04-23,Furniture,567.2520000000001
2017-04-23,Office Supplies,431.222
2017-04-23,Technology,200.748
2017-04-24,Office Supplies,306.578
2017-04-24,Technology,621.98
2017-04-25,Furniture,344.981
2017-04-25,Office Supplies,225.16199999999998
2017-04-25,Technology,107.97
2017-04-26,Furniture,1.988
2017-04-26,Office Supplies,59.620000000000005
2017-04-27,Furniture,359.8456
2017-04-27,Office Supplies,216.73000000000002
2017-04-28,Office Supplies,43.312
2017-04-28,Technology,751.984
2017-04-29,Furniture,1048.35
2017-04-29,Office Supplies,4.91
2017-04-30,Furniture,309.344
2017-04-30,Office Supplies,400.826
2017-04-30,Technology,679.956
2017-05-01,Furniture,4051.5339999999997
2017-05-01,Office Supplies,7.936
2017-05-01,Technology,48.9
2017-05-02,Furniture,129.93
2017-05-02,Office Supplies,109.62
2017-05-02,Technology,159.56
2017-05-03,Furniture,405.918
2017-05-03,Office Supplies,980.428
2017-05-04,Furniture,300.904
2017-05-04,Office Supplies,904.541
2017-05-04,Technology,183.96
2017-05-05,Furniture,89.991
2017-05-05,Office Supplies,95.132
2017-05-06,Furniture,623.4648
2017-05-06,Office Supplies,1332.0249999999999
2017-05-06,Technology,1227.88
2017-05-07,Furniture,1962.0900000000001
2017-05-07,Office Supplies,87.444
2017-05-07,Technology,499.934
2017-05-08,Furniture,176.04999999999998
2017-05-08,Office Supplies,122.55199999999999
2017-05-08,Technology,3359.952
2017-05-09,Furniture,493.85
2017-05-09,Office Supplies,384.392
2017-05-09,Technology,199.98
2017-05-11,Furniture,217.97500000000002
2017-05-11,Office Supplies,231.494
2017-05-12,Furniture,328.33000000000004
2017-05-12,Office Supplies,554.654
2017-05-12,Technology,87.4
2017-05-13,Furniture,458.43
2017-05-13,Office Supplies,2019.978
2017-05-13,Technology,587.97
2017-05-14,Furniture,1179.6699999999998
2017-05-14,Office Supplies,964.53
2017-05-14,Technology,2037.862
2017-05-15,Furniture,303.544
2017-05-15,Office Supplies,77.008
2017-05-15,Technology,40.711999999999996
2017-05-16,Office Supplies,221.024
2017-05-18,Furniture,342.0
2017-05-18,Office Supplies,902.076
2017-05-18,Technology,586.432
2017-05-19,Furniture,2624.58
2017-05-19,Office Supplies,1108.57
2017-05-19,Technology,1186.0320000000002
2017-05-20,Furniture,525.2520000000001
2017-05-20,Office Supplies,1005.998
2017-05-20,Technology,1466.328
2017-05-21,Furniture,520.05
2017-05-21,Office Supplies,17.97
2017-05-22,Furniture,181.986
2017-05-22,Office Supplies,86.116
2017-05-22,Technology,68.46
2017-05-23,Furniture,171.288
2017-05-23,Office Supplies,70.14800000000001
2017-05-25,Furniture,18.84
2017-05-25,Office Supplies,747.186
2017-05-25,Technology,120.0
2017-05-26,Office Supplies,247.16
2017-05-26,Technology,23.08
2017-05-27,Furniture,512.3
2017-05-27,Office Supplies,604.91
2017-05-27,Technology,967.698
2017-05-28,Furniture,799.689
2017-05-28,Office Supplies,158.118
2017-05-28,Technology,522.296
2017-05-29,Furniture,71.664
2017-05-29,Office Supplies,619.444
2017-05-30,Furniture,468.2284
2017-05-30,Office Supplies,76.51
2017-05-30,Technology,192.152
2017-06-01,Furniture,1925.88
2017-06-01,Office Supplies,2850.246
2017-06-01,Technology,282.236
2017-06-02,Office Supplies,132.73600000000002
2017-06-02,Technology,2.97
2017-06-03,Furniture,661.504
2017-06-03,Office Supplies,247.26999999999998
2017-06-03,Technology,2043.262
2017-06-04,Furniture,62.32
2017-06-04,Office Supplies,145.11
2017-06-04,Technology,71.984
2017-06-05,Office Supplies,20.736
2017-06-05,Technology,470.376
2017-06-06,Furniture,4.95
2017-06-06,Office Supplies,26.4
2017-06-08,Furniture,1497.666
2017-06-08,Office Supplies,240.732
2017-06-08,Technology,488.64
2017-06-09,Furniture,132.901
2017-06-09,Office Supplies,806.232
2017-06-10,Furniture,514.165
2017-06-10,Office Supplies,1497.9219999999998
2017-06-10,Technology,501.256
2017-06-11,Furniture,455.212
2017-06-11,Office Supplies,739.8820000000001
2017-06-11,Technology,385.8
2017-06-12,Furniture,1337.124
2017-06-12,Office Supplies,206.948
2017-06-12,Technology,135.89600000000002
2017-06-13,Furniture,761.4380000000001
2017-06-13,Office Supplies,346.596
2017-06-13,Technology,47.984
2017-06-15,Furniture,928.2079999999999
2017-06-15,Office Supplies,481.454
2017-06-15,Technology,2647.848
2017-06-16,Furniture,1514.92
2017-06-16,Office Supplies,471.352
2017-06-16,Technology,737.922
2017-06-17,Furniture,155.25
2017-06-17,Office Supplies,235.582
2017-06-17,Technology,3505.84
2017-06-18,Furniture,917.9235
2017-06-18,Office Supplies,113.232
2017-06-19,Furniture,1306.705
2017-06-19,Office Supplies,583.788
2017-06-19,Technology,225.448
2017-06-20,Office Supplies,134.348
2017-06-20,Technology,893.88
2017-06-21,Furniture,17.92
2017-06-21,Office Supplies,577.736
2017-06-22,Furniture,487.96
2017-06-22,Office Supplies,91.059
2017-06-24,Furniture,449.454
2017-06-24,Office Supplies,838.16
2017-06-25,Furniture,1272.184
2017-06-25,Office Supplies,87.688
2017-06-25,Technology,148.48
